__sample_id__,__target__,carat,cut,color,clarity,depth,table,x,y,z
diamonds_051161,2345.0,0.71,Ideal,G,SI1,61.5,57.0,5.74,5.78,3.54
diamonds_051162,2345.0,0.59,Ideal,F,VVS2,61.2,56.0,5.45,5.43,3.33
diamonds_051163,2345.0,0.71,Premium,F,SI1,58.5,59.0,5.87,5.82,3.42
diamonds_051164,2345.0,0.71,Good,F,SI1,63.6,54.0,5.65,5.61,3.58
diamonds_051165,2346.0,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15
diamonds_051166,2346.0,0.71,Very Good,F,SI1,62.1,59.0,5.64,5.73,3.53
diamonds_051167,2346.0,0.8,Premium,H,SI2,62.2,58.0,5.99,5.93,3.71
diamonds_051168,2346.0,0.71,Ideal,F,SI1,62.7,55.0,5.65,5.74,3.57
diamonds_051169,2346.0,0.79,Good,H,SI2,59.2,58.0,6.05,6.07,3.59
diamonds_051170,2346.0,0.5,Ideal,E,VVS2,62.4,54.0,5.11,5.09,3.18
diamonds_051171,2346.0,0.5,Ideal,E,VVS2,62.2,57.0,5.08,5.05,3.15
diamonds_051172,2346.0,0.73,Premium,F,SI1,59.3,61.0,5.85,5.82,3.46
diamonds_051173,2346.0,0.34,Ideal,D,IF,62.1,57.0,4.52,4.46,2.79
diamonds_051174,2346.0,0.34,Ideal,D,IF,59.8,57.0,4.59,4.57,2.74
diamonds_051175,2346.0,0.73,Premium,F,SI1,61.6,62.0,5.76,5.71,3.53
diamonds_051176,2346.0,0.73,Premium,F,SI1,62.4,55.0,5.78,5.71,3.59
diamonds_051177,2347.0,0.75,Very Good,F,SI1,63.1,58.0,5.7,5.74,3.61
diamonds_051178,2347.0,0.76,Very Good,F,SI2,63.3,55.0,5.79,5.83,3.68
diamonds_051179,2347.0,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37
diamonds_051180,2347.0,0.71,Ideal,E,VS2,62.5,56.0,5.7,5.75,3.58
diamonds_051181,2347.0,0.7,Good,H,VS2,59.7,57.0,5.75,5.8,3.45
diamonds_051182,2347.0,0.72,Ideal,I,VS2,62.1,58.0,5.74,5.72,3.57
diamonds_051183,2348.0,0.78,Very Good,H,SI2,63.1,56.0,5.84,5.88,3.7
diamonds_051184,2348.0,0.78,Very Good,I,SI1,63.5,57.0,5.79,5.86,3.7
diamonds_051185,2348.0,0.7,Premium,D,SI2,62.8,61.0,5.61,5.57,3.51
diamonds_051186,2348.0,0.79,Very Good,H,SI2,63.2,55.0,5.93,5.9,3.74
diamonds_051187,2348.0,0.7,Premium,F,SI1,62.8,59.0,5.66,5.59,3.53
diamonds_051188,2348.0,0.7,Premium,F,SI1,61.6,55.0,5.7,5.66,3.5
diamonds_051189,2348.0,0.7,Premium,F,SI1,61.7,61.0,5.7,5.67,3.51
diamonds_051190,2348.0,0.91,Good,I,SI1,64.0,58.0,6.01,5.99,3.84
diamonds_051191,2348.0,0.7,Ideal,F,SI1,61.5,56.0,5.74,5.7,3.52
diamonds_051192,2349.0,0.7,Very Good,E,SI1,62.9,57.0,5.6,5.66,3.54
diamonds_051193,2349.0,0.7,Premium,E,SI1,60.1,58.0,5.81,5.83,3.5
diamonds_051194,2350.0,0.81,Premium,J,VS1,61.7,61.0,5.94,5.9,3.65
diamonds_051195,2350.0,0.6,Premium,F,VVS2,61.3,59.0,5.45,5.41,3.33
diamonds_051196,2351.0,0.73,Ideal,G,SI1,62.5,55.0,5.78,5.74,3.6
diamonds_051197,2351.0,0.61,Very Good,G,VVS2,62.3,59.0,5.4,5.45,3.38
diamonds_051198,2351.0,0.57,Very Good,F,VVS2,60.7,58.0,5.32,5.35,3.24
diamonds_051199,2351.0,0.73,Fair,I,VVS2,64.4,59.0,5.65,5.62,3.63
diamonds_051200,2351.0,0.7,Ideal,I,VS2,61.6,56.0,5.67,5.72,3.51
diamonds_051201,2351.0,0.72,Ideal,I,SI1,61.3,56.0,5.78,5.81,3.55
diamonds_051202,2351.0,0.7,Fair,H,VS2,67.8,56.0,5.42,5.38,3.66
diamonds_051203,2351.0,0.7,Good,H,VS2,64.2,58.0,5.61,5.58,3.59
diamonds_051204,2351.0,0.7,Good,H,VS2,63.9,59.0,5.64,5.6,3.59
diamonds_051205,2351.0,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59
diamonds_051206,2351.0,0.73,Premium,G,SI1,62.8,59.0,5.76,5.68,3.59
diamonds_051207,2351.0,0.73,Premium,F,SI2,60.5,57.0,5.84,5.8,3.52
diamonds_051208,2351.0,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54
diamonds_051209,2352.0,0.74,Very Good,I,SI1,63.8,58.0,5.72,5.76,3.66
diamonds_051210,2352.0,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61
diamonds_051211,2352.0,0.71,Premium,H,VS2,62.2,59.0,5.68,5.64,3.52
diamonds_051212,2352.0,0.71,Premium,F,SI1,62.2,58.0,5.74,5.67,3.55
diamonds_051213,2352.0,0.7,Ideal,G,SI1,61.9,57.0,5.69,5.65,3.51
diamonds_051214,2352.0,0.7,Premium,G,SI1,60.3,61.0,5.75,5.72,3.46
diamonds_051215,2352.0,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55
diamonds_051216,2352.0,0.7,Premium,G,SI1,62.8,58.0,5.66,5.62,3.54
diamonds_051217,2352.0,0.71,Ideal,G,SI1,62.9,57.0,5.67,5.62,3.55
diamonds_051218,2352.0,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32
diamonds_051219,2352.0,0.5,Ideal,H,IF,61.8,56.0,5.1,5.13,3.16
diamonds_051220,2352.0,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46
diamonds_051221,2352.0,0.71,Good,F,SI1,63.9,57.0,5.61,5.57,3.57
diamonds_051222,2352.0,0.71,Fair,E,SI1,64.7,59.0,5.61,5.58,3.62
diamonds_051223,2352.0,0.71,Fair,D,SI1,65.1,59.0,5.59,5.56,3.63
diamonds_051224,2352.0,0.7,Premium,G,SI1,62.0,61.0,5.71,5.68,3.53
diamonds_051225,2352.0,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48
diamonds_051226,2352.0,0.7,Premium,G,SI1,59.0,62.0,5.77,5.75,3.4
diamonds_051227,2352.0,0.7,Fair,D,SI1,64.9,64.0,5.57,5.5,3.59
diamonds_051228,2352.0,0.7,Good,H,VS2,59.1,65.0,5.85,5.75,3.43
diamonds_051229,2352.0,0.72,Premium,G,SI1,62.8,60.0,5.78,5.68,3.6
diamonds_051230,2352.0,0.7,Fair,E,VS2,65.6,61.0,5.62,5.47,3.64
diamonds_051231,2352.0,0.56,Ideal,E,VS1,60.0,55.0,5.43,5.4,3.25
diamonds_051232,2352.0,0.7,Ideal,G,SI1,62.7,57.0,5.69,5.64,3.55
diamonds_051233,2352.0,0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49
diamonds_051234,2353.0,0.7,Very Good,G,VS2,63.2,57.0,5.61,5.66,3.56
diamonds_051235,2353.0,0.72,Very Good,G,SI1,63.1,57.0,5.66,5.72,3.59
diamonds_051236,2353.0,0.7,Ideal,I,VVS2,62.5,54.0,5.68,5.71,3.56
diamonds_051237,2353.0,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54
diamonds_051238,2353.0,0.7,Ideal,I,VVS2,62.1,56.0,5.65,5.71,3.53
diamonds_051239,2353.0,0.7,Good,G,VS2,63.8,59.0,5.51,5.55,3.53
diamonds_051240,2353.0,0.74,Very Good,I,VS1,63.4,57.0,5.81,5.76,3.67
diamonds_051241,2354.0,0.71,Very Good,H,SI1,62.1,61.0,5.63,5.71,3.52
diamonds_051242,2354.0,0.7,Premium,F,SI1,61.5,57.0,5.74,5.68,3.51
diamonds_051243,2354.0,0.72,Ideal,H,SI1,62.3,54.0,5.78,5.75,3.59
diamonds_051244,2354.0,0.71,Good,H,SI1,57.9,62.0,5.82,5.86,3.38
diamonds_051245,2354.0,0.7,Premium,F,SI1,62.5,59.0,5.67,5.65,3.54
diamonds_051246,2354.0,0.7,Very Good,D,SI2,63.3,57.0,5.64,5.6,3.56
diamonds_051247,2354.0,0.7,Premium,D,SI2,60.5,58.0,5.8,5.74,3.49
diamonds_051248,2355.0,0.7,Good,H,VVS2,64.3,60.0,5.59,5.55,3.58
diamonds_051249,2355.0,0.72,Premium,E,SI2,62.6,59.0,5.7,5.74,3.58
diamonds_051250,2355.0,0.72,Ideal,E,SI2,62.4,57.0,5.73,5.77,3.59
diamonds_051251,2355.0,0.7,Ideal,F,SI2,62.0,56.0,5.68,5.71,3.53
diamonds_051252,2355.0,0.73,Ideal,F,SI2,62.2,60.0,5.72,5.75,3.57
diamonds_051253,2355.0,0.7,Ideal,I,VS1,62.2,57.0,5.69,5.66,3.53
diamonds_051254,2355.0,0.7,Premium,D,SI1,61.8,59.0,5.64,5.6,3.47
diamonds_051255,2356.0,0.54,Very Good,F,VVS1,59.7,56.0,5.33,5.35,3.19
diamonds_051256,2356.0,0.54,Ideal,F,VVS1,60.8,56.0,5.28,5.34,3.23
diamonds_051257,2356.0,0.54,Ideal,F,VVS1,60.5,55.0,5.31,5.33,3.22
diamonds_051258,2357.0,0.97,Fair,I,I1,67.3,55.0,6.08,6.02,4.07
diamonds_051259,2357.0,0.63,Ideal,G,VS2,60.9,56.0,5.57,5.6,3.4
diamonds_051260,2357.0,0.58,Ideal,E,VS2,61.6,55.0,5.36,5.39,3.31
diamonds_051261,2357.0,0.56,Ideal,G,VVS2,62.1,56.0,5.31,5.29,3.29
diamonds_051262,2357.0,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44
diamonds_051263,2357.0,0.97,Ideal,I,I1,61.6,53.0,6.43,6.4,3.95
diamonds_051264,2358.0,0.83,Good,F,SI2,57.5,61.0,6.22,6.17,3.56
diamonds_051265,2358.0,0.6,Ideal,F,VS2,61.5,56.0,5.43,5.47,3.35
diamonds_051266,2358.0,0.76,Ideal,I,SI1,61.9,56.0,5.85,5.88,3.63
diamonds_051267,2358.0,0.7,Fair,D,SI2,58.1,60.0,5.79,5.82,3.37
diamonds_051268,2358.0,0.82,Fair,H,SI2,65.1,58.0,5.86,5.81,3.8
diamonds_051269,2359.0,0.72,Very Good,I,VS2,61.6,59.0,5.71,5.75,3.53
diamonds_051270,2359.0,0.73,Very Good,E,SI2,59.6,57.0,5.87,5.91,3.51
diamonds_051271,2359.0,0.73,Very Good,H,SI1,62.7,59.0,5.74,5.77,3.61
diamonds_051272,2359.0,0.52,Ideal,F,VVS2,60.8,55.0,5.21,5.25,3.19
diamonds_051273,2359.0,0.55,Ideal,F,VVS1,62.1,56.0,5.25,5.28,3.27
diamonds_051274,2359.0,0.72,Ideal,F,SI2,62.0,57.0,5.72,5.76,3.56
diamonds_051275,2359.0,0.72,Ideal,H,SI1,61.8,54.0,5.76,5.8,3.57
diamonds_051276,2359.0,0.72,Ideal,H,SI1,61.7,54.0,5.77,5.81,3.57
diamonds_051277,2359.0,0.84,Fair,I,VS2,65.1,57.0,5.91,5.85,3.83
diamonds_051278,2359.0,0.58,Ideal,E,VS1,60.8,57.0,5.42,5.41,3.29
diamonds_051279,2359.0,0.78,Fair,G,SI1,64.6,56.0,5.86,5.79,3.76
diamonds_051280,2360.0,0.7,Very Good,I,VS2,60.8,61.0,5.72,5.76,3.49
diamonds_051281,2360.0,0.73,Very Good,F,SI1,63.5,56.0,5.68,5.72,3.62
diamonds_051282,2360.0,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48
diamonds_051283,2360.0,0.71,Ideal,I,VS2,62.3,58.0,5.67,5.72,3.55
diamonds_051284,2360.0,0.57,Ideal,F,VVS2,62.0,55.0,5.31,5.3,3.29
diamonds_051285,2360.0,0.57,Ideal,F,VVS2,62.1,56.0,5.35,5.31,3.31
diamonds_051286,2360.0,0.72,Premium,F,SI1,59.3,59.0,5.85,5.81,3.46
diamonds_051287,2360.0,0.71,Ideal,H,SI2,62.2,55.0,5.72,5.7,3.55
diamonds_051288,2360.0,0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24
diamonds_051289,2360.0,0.77,Ideal,E,SI2,61.0,57.0,5.95,5.92,3.62
diamonds_051290,2360.0,0.57,Ideal,F,VVS2,61.5,57.0,5.36,5.31,3.28
diamonds_051291,2360.0,0.75,Premium,E,SI1,59.8,60.0,5.9,5.84,3.51
diamonds_051292,2360.0,1.2,Premium,F,I1,62.9,58.0,6.86,6.79,4.29
diamonds_051293,2361.0,0.72,Good,E,SI1,63.7,58.0,5.71,5.66,3.62
diamonds_051294,2361.0,0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56
diamonds_051295,2361.0,0.54,Ideal,G,IF,61.6,57.0,5.22,5.27,3.23
diamonds_051296,2361.0,0.73,Ideal,E,SI1,60.9,56.0,5.84,5.79,3.54
diamonds_051297,2362.0,0.7,Premium,F,SI2,59.1,58.0,5.85,5.83,3.45
diamonds_051298,2362.0,0.7,Very Good,F,VS2,61.0,59.0,5.69,5.75,3.49
diamonds_051299,2362.0,0.7,Good,F,VS2,62.9,58.0,5.61,5.65,3.54
diamonds_051300,544.0,0.31,Ideal,G,VS2,62.0,57.0,4.34,4.37,2.7
diamonds_051301,544.0,0.31,Premium,E,SI1,59.3,59.0,4.42,4.48,2.64
diamonds_051302,544.0,0.31,Very Good,H,VS1,62.8,58.0,4.29,4.31,2.7
diamonds_051303,544.0,0.31,Good,E,SI1,63.5,57.0,4.28,4.32,2.73
diamonds_051304,544.0,0.31,Premium,I,VVS2,61.7,58.0,4.38,4.4,2.71
diamonds_051305,544.0,0.31,Ideal,H,VS1,61.7,57.0,4.32,4.34,2.67
diamonds_051306,544.0,0.31,Premium,G,VS2,59.8,60.0,4.4,4.43,2.64
diamonds_051307,544.0,0.31,Very Good,G,VS2,59.0,60.0,4.37,4.41,2.59
diamonds_051308,544.0,0.31,Premium,E,SI1,62.6,60.0,4.31,4.35,2.71
diamonds_051309,544.0,0.31,Good,E,SI1,63.4,55.0,4.32,4.35,2.75
diamonds_051310,544.0,0.31,Good,H,VS1,63.6,55.0,4.29,4.32,2.74
diamonds_051311,544.0,0.31,Ideal,G,VS2,59.1,57.0,4.45,4.48,2.64
diamonds_051312,544.0,0.31,Ideal,G,VS2,62.3,56.0,4.29,4.34,2.69
diamonds_051313,544.0,0.31,Premium,H,VS1,59.9,59.0,4.38,4.4,2.63
diamonds_051314,544.0,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69
diamonds_051315,544.0,0.31,Ideal,G,VS2,62.4,55.0,4.3,4.32,2.69
diamonds_051316,544.0,0.31,Good,G,VS2,63.1,56.0,4.31,4.37,2.74
diamonds_051317,544.0,0.31,Ideal,H,VS1,61.1,57.0,4.35,4.39,2.67
diamonds_051318,544.0,0.31,Premium,G,VS2,61.5,59.0,4.33,4.35,2.67
diamonds_051319,544.0,0.31,Good,H,VS1,63.1,58.0,4.26,4.3,2.7
diamonds_051320,544.0,0.31,Ideal,E,SI1,62.7,54.0,4.35,4.36,2.73
diamonds_051321,544.0,0.31,Premium,H,VS1,61.1,59.0,4.35,4.36,2.66
diamonds_051322,544.0,0.31,Good,E,SI1,63.9,56.0,4.27,4.31,2.74
diamonds_051323,544.0,0.31,Very Good,G,VS2,62.9,56.0,4.28,4.34,2.71
diamonds_051324,544.0,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7
diamonds_051325,544.0,0.31,Good,E,SI1,63.3,55.0,4.31,4.35,2.74
diamonds_051326,544.0,0.31,Ideal,H,VS1,62.6,55.0,4.34,4.38,2.73
diamonds_051327,544.0,0.31,Very Good,G,VS2,62.9,57.0,4.31,4.34,2.72
diamonds_051328,544.0,0.31,Premium,I,VVS2,62.1,58.0,4.33,4.37,2.7
diamonds_051329,544.0,0.31,Very Good,E,SI1,62.9,58.0,4.29,4.33,2.71
diamonds_051330,2362.0,0.7,Very Good,F,VS2,62.3,56.0,5.66,5.71,3.54
diamonds_051331,2362.0,0.7,Very Good,F,VS2,61.6,58.0,5.7,5.72,3.52
diamonds_051332,2362.0,0.7,Very Good,F,VS2,62.6,57.0,5.62,5.69,3.54
diamonds_051333,2362.0,0.7,Very Good,F,VS2,58.9,58.0,5.77,5.8,3.41
diamonds_051334,2362.0,0.7,Very Good,F,VS2,62.4,57.0,5.63,5.69,3.53
diamonds_051335,2362.0,0.71,Premium,I,VS2,62.9,60.0,5.66,5.62,3.55
diamonds_051336,2362.0,0.55,Ideal,E,VVS2,61.1,57.0,5.25,5.29,3.22
diamonds_051337,2362.0,0.52,Ideal,D,VVS2,62.4,56.0,5.15,5.17,3.22
diamonds_051338,2362.0,0.52,Ideal,D,VVS2,62.3,56.0,5.12,5.15,3.2
diamonds_051339,2362.0,0.79,Premium,H,VS2,61.1,59.0,5.96,5.93,3.63
diamonds_051340,2362.0,0.71,Premium,G,SI2,62.0,55.0,5.77,5.71,3.56
diamonds_051341,2362.0,0.74,Good,H,SI1,62.4,65.0,5.78,5.71,3.59
diamonds_051342,2362.0,0.79,Fair,G,SI1,65.3,76.0,5.52,5.13,3.35
diamonds_051343,2363.0,0.75,Very Good,E,SI2,59.0,58.0,5.95,5.99,3.52
diamonds_051344,2363.0,0.71,Premium,H,VS2,60.9,58.0,5.72,5.77,3.5
diamonds_051345,2363.0,0.71,Premium,H,VS2,61.3,59.0,5.74,5.77,3.53
diamonds_051346,2363.0,0.96,Ideal,I,I1,62.0,56.0,6.3,6.34,3.92
diamonds_051347,2363.0,0.8,Good,G,SI2,62.8,58.0,5.86,5.9,3.69
diamonds_051348,2363.0,0.75,Fair,F,SI1,64.5,60.0,5.65,5.54,3.61
diamonds_051349,2363.0,0.7,Ideal,I,VS1,62.7,53.4,5.66,5.74,3.57
diamonds_051350,2363.0,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69
diamonds_051351,2363.0,0.71,Premium,F,SI2,60.6,58.0,5.77,5.72,3.48
diamonds_051352,2364.0,0.71,Very Good,G,SI1,63.4,56.0,5.64,5.68,3.59
diamonds_051353,2364.0,0.72,Premium,F,SI1,62.0,60.0,5.74,5.77,3.57
diamonds_051354,2364.0,0.76,Premium,G,SI2,62.8,60.0,5.81,5.79,3.64
diamonds_051355,2364.0,0.61,Ideal,D,VS2,61.6,56.0,5.46,5.49,3.37
diamonds_051356,2364.0,0.71,Premium,H,SI1,62.9,58.0,5.66,5.62,3.55
diamonds_051357,2364.0,0.7,Premium,H,VS1,60.5,58.0,5.77,5.73,3.48
diamonds_051358,2364.0,1.01,Premium,G,I1,61.7,62.0,6.41,6.35,3.93
diamonds_051359,2364.0,0.72,Premium,F,SI2,59.3,57.0,5.89,5.85,3.48
diamonds_051360,2364.0,0.72,Fair,D,SI1,65.6,60.0,5.62,5.54,3.66
diamonds_051361,2364.0,0.72,Premium,G,SI2,61.6,55.0,5.79,5.76,3.56
diamonds_051362,2365.0,0.51,Very Good,E,VVS2,60.0,58.0,5.2,5.23,3.13
diamonds_051363,2365.0,0.78,Ideal,F,SI2,60.6,55.0,5.99,6.0,3.63
diamonds_051364,2365.0,0.78,Ideal,J,VS1,61.9,57.0,5.88,5.91,3.65
diamonds_051365,2365.0,0.71,Ideal,F,SI2,62.1,54.0,5.73,5.76,3.57
diamonds_051366,2365.0,0.71,Ideal,F,SI2,62.1,54.0,5.72,5.74,3.56
diamonds_051367,2365.0,0.71,Ideal,F,SI2,61.2,55.0,5.77,5.79,3.54
diamonds_051368,2365.0,0.73,Premium,I,VS2,59.7,59.0,5.94,5.81,3.51
diamonds_051369,2366.0,0.3,Very Good,D,VVS2,60.6,58.0,4.33,4.35,2.63
diamonds_051370,2366.0,0.61,Ideal,F,VS1,62.3,55.0,5.46,5.49,3.41
diamonds_051371,2366.0,0.85,Ideal,J,SI1,62.3,55.0,6.1,6.06,3.79
diamonds_051372,2366.0,0.74,Good,E,SI1,62.1,64.0,5.76,5.71,3.56
diamonds_051373,2366.0,0.55,Premium,D,VVS2,61.2,57.0,5.3,5.26,3.23
diamonds_051374,2367.0,0.7,Good,H,VS1,63.9,58.0,5.67,5.59,3.6
diamonds_051375,2367.0,0.7,Very Good,I,VVS2,63.0,58.0,5.64,5.69,3.57
diamonds_051376,2367.0,0.62,Very Good,H,IF,60.3,59.0,5.52,5.55,3.34
diamonds_051377,2367.0,0.7,Ideal,I,VVS2,62.1,56.0,5.68,5.72,3.54
diamonds_051378,2367.0,0.7,Good,D,SI2,63.7,58.0,5.6,5.64,3.58
diamonds_051379,2367.0,0.7,Premium,H,VS1,62.8,60.0,5.61,5.56,3.51
diamonds_051380,2367.0,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52
diamonds_051381,2367.0,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53
diamonds_051382,2368.0,0.71,Very Good,H,VS2,61.8,58.0,5.66,5.7,3.51
diamonds_051383,2368.0,0.71,Very Good,G,SI1,63.4,58.0,5.65,5.68,3.59
diamonds_051384,2368.0,0.71,Very Good,E,SI2,63.1,56.0,5.67,5.71,3.58
diamonds_051385,2368.0,0.71,Ideal,I,VS1,62.3,59.0,5.68,5.72,3.55
diamonds_051386,2368.0,0.71,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56
diamonds_051387,2368.0,0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53
diamonds_051388,2368.0,0.71,Ideal,G,SI1,60.6,56.0,5.76,5.82,3.51
diamonds_051389,2368.0,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65
diamonds_051390,2368.0,1.16,Premium,H,I1,61.7,62.0,6.68,6.64,4.11
diamonds_051391,2368.0,0.71,Fair,D,VS2,55.6,73.0,6.01,5.96,3.33
diamonds_051392,2368.0,0.71,Very Good,G,VS1,63.5,56.0,5.67,5.63,3.59
diamonds_051393,2368.0,0.66,Premium,F,VS1,60.8,58.0,5.67,5.64,3.44
diamonds_051394,2368.0,0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56
diamonds_051395,2369.0,0.51,Very Good,E,VVS1,59.7,59.0,5.19,5.2,3.1
diamonds_051396,2369.0,0.73,Very Good,I,VS2,62.2,57.0,5.75,5.76,3.58
diamonds_051397,2369.0,0.72,Very Good,I,VS1,63.5,57.0,5.66,5.68,3.6
diamonds_051398,2369.0,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44
diamonds_051399,2369.0,0.7,Premium,F,VS2,61.1,62.0,5.69,5.64,3.46
diamonds_051400,2369.0,0.74,Premium,D,SI1,59.5,60.0,5.95,5.88,3.52
diamonds_051401,2369.0,0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6
diamonds_051402,2369.0,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27
diamonds_051403,2369.0,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59
diamonds_051404,2370.0,0.71,Very Good,F,SI1,63.7,56.0,5.63,5.67,3.6
diamonds_051405,2370.0,0.54,Premium,E,VVS1,62.7,58.0,5.16,5.21,3.25
diamonds_051406,2370.0,0.97,Ideal,J,I1,61.6,54.0,6.34,6.28,3.89
diamonds_051407,2370.0,0.7,Good,E,SI1,58.3,64.0,5.77,5.69,3.34
diamonds_051408,2370.0,0.71,Ideal,E,SI2,61.7,57.0,5.72,5.76,3.54
diamonds_051409,2370.0,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7
diamonds_051410,2371.0,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57
diamonds_051411,2371.0,0.73,Premium,I,VS1,60.3,58.0,5.83,5.87,3.53
diamonds_051412,2371.0,0.8,Premium,F,SI2,58.5,62.0,6.08,6.05,3.55
diamonds_051413,2371.0,0.52,Ideal,E,VVS2,61.9,55.0,5.15,5.19,3.2
diamonds_051414,2371.0,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5
diamonds_051415,2371.0,0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65
diamonds_051416,2371.0,0.7,Ideal,G,VS2,62.1,55.0,5.63,5.61,3.49
diamonds_051417,2371.0,0.62,Ideal,F,VS1,61.2,54.0,5.55,5.52,3.39
diamonds_051418,2372.0,0.72,Ideal,H,SI2,61.3,56.0,5.75,5.77,3.53
diamonds_051419,2372.0,0.53,Ideal,G,IF,62.1,57.0,5.16,5.21,3.22
diamonds_051420,2372.0,0.75,Very Good,F,SI1,63.5,56.0,5.75,5.71,3.64
diamonds_051421,2372.0,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62
diamonds_051422,2372.0,0.57,Ideal,E,VVS2,62.5,54.0,5.35,5.28,3.32
diamonds_051423,2372.0,0.85,Good,J,VS1,63.6,57.0,6.01,5.94,3.8
diamonds_051424,2372.0,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68
diamonds_051425,2373.0,0.7,Very Good,F,SI1,61.5,58.0,5.65,5.7,3.49
diamonds_051426,2373.0,0.7,Good,F,VS2,64.3,59.0,5.6,5.56,3.59
diamonds_051427,2373.0,0.77,Good,G,SI1,63.7,54.0,5.85,5.8,3.71
diamonds_051428,2373.0,0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35
diamonds_051429,2373.0,0.63,Ideal,D,VS2,62.1,55.0,5.5,5.52,3.42
diamonds_051430,2373.0,0.7,Ideal,D,SI2,62.6,57.0,5.63,5.68,3.54
diamonds_051431,2373.0,0.7,Premium,F,SI2,62.5,60.0,5.66,5.61,3.52
diamonds_051432,2374.0,0.73,Very Good,D,SI2,60.3,60.0,5.82,5.89,3.53
diamonds_051433,2374.0,0.93,Very Good,F,I1,61.3,59.0,6.22,6.27,3.83
diamonds_051434,2374.0,0.7,Very Good,D,SI1,62.5,63.0,5.7,5.63,3.54
diamonds_051435,2374.0,0.55,Ideal,E,VVS2,61.9,56.0,5.25,5.29,3.26
diamonds_051436,2374.0,0.74,Ideal,I,VS2,61.9,57.0,5.83,5.81,3.6
diamonds_051437,2375.0,0.54,Ideal,E,VVS2,61.1,57.0,5.27,5.24,3.21
diamonds_051438,2375.0,0.71,Very Good,E,SI2,61.9,63.0,5.74,5.69,3.54
diamonds_051439,2375.0,0.81,Ideal,H,SI2,61.4,57.0,6.0,5.96,3.67
diamonds_051440,2375.0,0.74,Ideal,H,SI1,62.1,56.0,5.86,5.84,3.63
diamonds_051441,2375.0,0.7,Ideal,H,SI1,61.7,57.0,5.7,5.68,3.51
diamonds_051442,2375.0,0.7,Premium,H,VS1,61.8,62.0,5.69,5.63,3.5
diamonds_051443,2375.0,0.7,Premium,G,SI1,58.6,62.0,5.83,5.8,3.41
diamonds_051444,2375.0,0.77,Premium,I,VS2,60.3,58.0,5.96,5.94,3.59
diamonds_051445,2375.0,1.07,Fair,G,I1,64.8,56.0,6.53,6.43,4.2
diamonds_051446,2375.0,0.7,Ideal,G,VS2,62.9,56.0,5.7,5.65,3.57
diamonds_051447,2375.0,0.7,Ideal,E,SI2,60.5,56.0,5.8,5.77,3.5
diamonds_051448,2376.0,0.5,Ideal,D,VVS2,60.7,57.0,5.2,5.15,3.14
diamonds_051449,2376.0,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27
diamonds_051450,2376.0,0.55,Premium,F,VS2,62.7,58.0,5.28,5.25,3.3
diamonds_051451,2376.0,0.6,Premium,H,VS1,60.8,59.0,5.49,5.43,3.32
diamonds_051452,2376.0,0.9,Fair,H,SI2,66.0,63.0,5.89,5.79,3.86
diamonds_051453,2376.0,0.75,Fair,D,SI1,65.1,57.0,5.64,5.6,3.66
diamonds_051454,2376.0,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59
